Unnamed: 0,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,individualPracticeAttempts,quizAttempts,content,timeElapsedInTurn,timeElapsedInTrial,turnStartTime,trialStartTime,eventType,practice
23,5f61546faa4f2b137cbb8955,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214127460.0,undefined,L,C,2.0,6,0,1,1,another red on top,6052,68900,1600214121149,1600214058301,chatMessage,False
24,5f615483aa4f2b137cbb8969,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214147876.0,undefined,L,C,2.0,8,0,1,1,now on the other red line put a blue with the middle aligned with red line,15546,89343,1600214132098,1600214058301,chatMessage,False
25,5f6154a0aa4f2b137cbb897c,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214176938.0,undefined,L,C,2.0,10,0,1,1,on the left of that blue block put a red ,22713,118408,1600214153996,1600214058301,chatMessage,False
26,5f6154afaa4f2b137cbb898a,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214191727.0,undefined,L,C,2.0,12,0,1,1,put another red on top ,6337,133197,1600214185161,1600214058301,chatMessage,False
27,5f6154bfaa4f2b137cbb8998,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214207847.0,undefined,L,C,2.0,14,0,1,1,put a blue on top that matches with blue on bottom ,11518,149313,1600214196096,1600214058301,chatMessage,False
28,5f6154dcaa4f2b137cbb89ab,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214236892.0,undefined,C,L,3.0,0,1,1,1,on the left red line put a blue with middle aligning with red line,16710,16710,1600214219943,1600214219943,chatMessage,False
29,5f6154ebaa4f2b137cbb89b8,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214250999.0,undefined,C,L,3.0,2,1,1,1,on the left of that block put a red,7211,30815,1600214243547,1600214219943,chatMessage,False
30,5f6154f5aa4f2b137cbb89cb,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214261551.0,undefined,C,L,3.0,4,1,1,1,put another red on top,5203,41351,1600214256091,1600214219943,chatMessage,False
31,5f615505aa4f2b137cbb89d6,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214277042.0,undefined,C,L,3.0,6,1,1,1,put a blue that matches with blue on the bottom,10375,56855,1600214266423,1600214219943,chatMessage,False
32,5f615517aa4f2b137cbb89e5,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214295661.0,undefined,C,L,3.0,8,1,1,1,new tower - put a blue directly to the left of the other red line,13890,75456,1600214281509,1600214219943,chatMessage,False
33,5f615525aa4f2b137cbb89f0,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214309289.0,undefined,C,L,3.0,10,1,1,1,now to the right,4228,89088,1600214304803,1600214219943,chatMessage,False
34,5f615536aa4f2b137cbb8a00,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214326881.0,undefined,C,L,3.0,12,1,1,1,on the left of all the blue put a red (L again),13574,106684,1600214313053,1600214219943,chatMessage,False
35,5f615541aa4f2b137cbb8a13,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214337221.0,undefined,C,L,3.0,14,1,1,1,another red,3410,117025,1600214333558,1600214219943,chatMessage,False
36,5f61555faa4f2b137cbb8a33,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214367964.0,undefined,Pi,C,4.0,0,1,1,1,on the left red line put a red but one space away from the red line on left side ,20901,20901,1600214346800,1600214346800,chatMessage,False
37,5f61556eaa4f2b137cbb8a42,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214382571.0,undefined,Pi,C,4.0,2,1,1,1,same on other side,6103,35508,1600214376205,1600214346800,chatMessage,False
38,5f615583aa4f2b137cbb8a55,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214403186.0,undefined,Pi,C,4.0,4,1,1,1,now put a blue on top - making half square ,15023,56104,1600214387881,1600214346800,chatMessage,False
39,5f61558caa4f2b137cbb8a5e,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214412977.0,undefined,Pi,C,4.0,6,1,1,1,same on other side,3904,65910,1600214408806,1600214346800,chatMessage,False
40,5f6155a8aa4f2b137cbb8a79,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214440667.0,undefined,Pi,C,4.0,8,1,1,1,on the other red line - put a blue with the middle of the blue line aligned with red line,23848,93593,1600214416545,1600214346800,chatMessage,False
41,5f6155bcaa4f2b137cbb8a87,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214460857.0,undefined,Pi,C,4.0,10,1,1,1,on the left of the blue line put a red ,11231,113780,1600214449349,1600214346800,chatMessage,False
42,5f6155c9aa4f2b137cbb8a90,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214473977.0,undefined,Pi,C,4.0,12,1,1,1,another red on top ,5491,126897,1600214468206,1600214346800,chatMessage,False
43,5f6155dcaa4f2b137cbb8a9a,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214492285.0,undefined,Pi,C,4.0,14,1,1,1,blue on top aligned with blue on bottom ,14391,145205,1600214477614,1600214346800,chatMessage,False
44,5f615603aa4f2b137cbb8ac2,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214531125.0,undefined,Pi,L,5.0,0,1,1,1,on the right of right red line put a space and then place red on either side,26682,26682,1600214504144,1600214504144,chatMessage,False
45,5f615639aa4f2b137cbb8afb,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214585829.0,undefined,Pi,L,5.0,2,1,1,1,"I messed up I meant left red line, but in the middle of those two put a blue ",25083,81390,1600214560451,1600214504144,chatMessage,False
46,5f61565caa4f2b137cbb8b12,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214620762.0,undefined,Pi,L,5.0,4,1,1,1,on top of the left red one put another red ,16436,116318,1600214604026,1600214504144,chatMessage,False
47,5f615675aa4f2b137cbb8b23,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214645307.0,undefined,Pi,L,5.0,6,1,1,1,put another red on top of that,13061,140852,1600214631935,1600214504144,chatMessage,False
48,5f615688aa4f2b137cbb8b33,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214664932.0,undefined,Pi,L,5.0,8,1,1,1,on other red line put a red a space away from line on both sides,14145,160480,1600214650479,1600214504144,chatMessage,False
49,5f61569caa4f2b137cbb8b4d,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214684086.0,undefined,Pi,L,5.0,10,1,1,1,put blues on top to make half square,9469,179630,1600214674305,1600214504144,chatMessage,False
50,5f6156b2aa4f2b137cbb8b6c,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214706745.0,undefined,L,Pi,6.0,0,2,1,1,on left red line put a blue on both sides ,12184,12184,1600214694213,1600214694213,chatMessage,False
51,5f6156c8aa4f2b137cbb8b86,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214728116.0,undefined,L,Pi,6.0,2,2,1,1,on the left of that put two reds - make an L ,10476,33585,1600214717322,1600214694213,chatMessage,False
52,5f6156eaaa4f2b137cbb8bab,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214762125.0,undefined,L,Pi,6.0,4,2,1,1,"on the other red line make half square again, two red on bottom, two blue on top ",23632,67589,1600214738170,1600214694213,chatMessage,False
53,5f61571faa4f2b137cbb8bee,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214815392.0,undefined,L,C,7.0,0,2,1,1,"on the left red line make an L again, two blue on both sides of red line, two red on top of left ",31683,31683,1600214783375,1600214783375,chatMessage,False
54,5f61575daa4f2b137cbb8c38,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214877463.0,undefined,L,C,7.0,2,2,1,1,"on the right red line make the bracket shape, blue on bottom with line in middle ",47615,93742,1600214829502,1600214783375,chatMessage,False
55,5f61578caa4f2b137cbb8c70,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214924765.0,undefined,L,C,7.0,4,2,1,1,then two red on top of left blue block with another blue block on top aligned with bottom blue,27676,141035,1600214896734,1600214783375,chatMessage,False
56,5f6157acaa4f2b137cbb8c95,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214956691.0,undefined,C,Pi,8.0,0,2,1,1,same bracket shape on the left red line,11362,11362,1600214944957,1600214944957,chatMessage,False
57,5f6157c2aa4f2b137cbb8caf,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600214978512.0,undefined,C,Pi,8.0,2,2,1,1,half square on the right red line,6537,33196,1600214971616,1600214944957,chatMessage,False
58,5f6157deaa4f2b137cbb8cdc,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600215006854.0,undefined,C,L,9.0,0,3,1,1,same bracket on the left red line,10094,10094,1600214996396,1600214996396,chatMessage,False
59,5f6157f0aa4f2b137cbb8cf2,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600215024342.0,undefined,C,L,9.0,2,3,1,1,L on the right red line,7192,27579,1600215016783,1600214996396,chatMessage,False
60,5f61581eaa4f2b137cbb8d1a,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600215070875.0,undefined,Pi,L,10.0,0,3,1,1,half square on the left red line,23087,23087,1600215047412,1600215047412,chatMessage,False
61,5f615831aa4f2b137cbb8d32,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600215089179.0,undefined,Pi,L,10.0,2,3,1,1,L on the right red line,7903,41374,1600215080883,1600215047412,chatMessage,False
62,5f615851aa4f2b137cbb8d53,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600215121529.0,undefined,Pi,C,11.0,0,3,1,1,half square on the left red line,11952,11952,1600215109191,1600215109191,chatMessage,False
63,5f615866aa4f2b137cbb8d73,pilot_class_test,4380-2c1daa33-6381-4e9d-93c3-e54857f5c025,1600215142791.0,undefined,Pi,C,11.0,2,3,1,1,bracket on the right red line,12508,33208,1600215129891,1600215109191,chatMessage,False
0,5f615123aa4f2b137cbb877d,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600213283872.0,undefined,vertical,horizontal,,0,practice,0,0,"one red block next to left red label, and one blue block in the middle of red label on right side~~~  ",65858,65858,1600213217999,1600213217999,chatMessage,True
1,5f6151abaa4f2b137cbb87b1,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600213419463.0,undefined,vertical,horizontal,,0,practice,0,0,"same exact thing, but put the red block on the left side of the left label ",60434,60434,1600213359018,1600213359018,chatMessage,True
2,5f615204aa4f2b137cbb87d0,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600213508339.0,undefined,L,C,0.0,0,0,0,0,make a large L with 4 each way in middle of left side~~~ make a small C in middle of right side~~~ 6 up,74593,74593,1600213433735,1600213433735,chatMessage,False
3,5f6152e5aa4f2b137cbb882d,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600213733310.0,undefined,C,Pi,1.0,0,0,0,0,"large c with 6 up on left side~~~ and 2 over~~~ a half square~~~ 4 over~~~ in middle of right side
",115215,115215,1600213618080,1600213618080,chatMessage,False
4,5f615361aa4f2b137cbb887a,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600213857816.0,undefined,C,Pi,1.0,2,0,0,0,same thing~~~ lol ,31778,239720,1600213826022,1600213618080,chatMessage,False
5,5f615401aa4f2b137cbb88f7,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214017311.0,undefined,L,Pi,2.0,0,0,0,0,"large L 4 up 4 over~~~ in middle of L~~~ and then make a upsidedown u on riht side
",99720,99720,1600213917578,1600213917578,chatMessage,False
6,5f6154b5aa4f2b137cbb898f,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214197042.0,undefined,L,Pi,2.0,2,0,0,0,same thing but put the l,63562,279449,1600214133465,1600213917578,chatMessage,False
7,5f615515aa4f2b137cbb89e4,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214293173.0,undefined,Pi,C,3.0,0,1,0,0,"same as last time but switch the l and the u sides
",25317,25317,1600214267842,1600214267842,chatMessage,False
8,5f615581aa4f2b137cbb8a52,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214401753.0,undefined,Pi,L,4.0,0,1,0,0,"same thing, u on right side~~~ and L on the other",32268,32268,1600214369459,1600214369459,chatMessage,False
9,5f6155faaa4f2b137cbb8ab6,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214522446.0,undefined,C,L,5.0,0,1,0,0,"large L on left side, and large c on rigth side",71438,71438,1600214450992,1600214450992,chatMessage,False
10,5f615658aa4f2b137cbb8b0d,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214616062.0,undefined,L,C,6.0,0,2,0,0,"put large L in middle of red thing on left side~~~ Put larger c in middle of red thing on right side
",30957,30957,1600214585090,1600214585090,chatMessage,False
11,5f6156acaa4f2b137cbb8b66,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214700321.0,undefined,L,Pi,7.0,0,2,0,0,"same L as last time, and upside down U in middle of right side",22450,22450,1600214677854,1600214677854,chatMessage,False
12,5f615736aa4f2b137cbb8c13,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214838873.0,undefined,C,Pi,8.0,0,2,0,0,"same u on rigth side, and large c on left side in middel of red thing",77065,77065,1600214761792,1600214761792,chatMessage,False
13,5f6157a8aa4f2b137cbb8c8f,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600214952101.0,undefined,Pi,L,9.0,0,3,0,0,large 4 by 4 L on rigth side in middle of red thing~~~ Uoside down U in middle of red thing on left,65726,65726,1600214886358,1600214886358,chatMessage,False
14,5f615833aa4f2b137cbb8d34,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600215091253.0,undefined,Pi,C,10.0,0,3,0,0,nice! same upsidedown U on left side~~~ Large C up 6 and over 2 on rigth side in middle of red thing,65716,65716,1600215025519,1600215025519,chatMessage,False
15,5f6158dcaa4f2b137cbb8dd8,pilot_class_test,8112-faa4477d-f5db-4414-b463-d41931fd5654,1600215260381.0,undefined,C,L,11.0,0,3,0,0,large L on right side 4 by 4 and same large c on left side both in middle of red,88285,88285,1600215172076,1600215172076,chatMessage,False
0,5f615173aa4f2b137cbb8793,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600213363333.0,undefined,horizontal,vertical,,0,practice,1,1,From left to right place the horizontal piece so it takes up squares 3&4~~~ Vertical Piece on sq 9,134324,134324,1600213228968,1600213228968,chatMessage,True
1,5f615233aa4f2b137cbb87db,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600213555423.0,undefined,L,C,0.0,0,0,1,1,"blue piece on square 2, 4, & 9~~~ 
2 red on top of sq 2 & 9 
blue at the top of sq 9 ",170785,170785,1600213384593,1600213384593,chatMessage,False
2,5f615300aa4f2b137cbb883e,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600213760883.0,undefined,L,C,0.0,2,0,1,1,"blue piece on sq 2, 4, & 9, then stack 2 red on sq 2~~~ should be 4 high~~~ Repeat for sq 9 add blue top",139388,376216,1600213621421,1600213384593,chatMessage,False
3,5f615381aa4f2b137cbb8892,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600213889751.0,undefined,L,Pi,1.0,0,0,1,1,blue on sq 2&4~~~ Stack 2 red on sq 2~~~ Red on sq 8&11~~~ Blue on top of red on sq 8&11,98384,98384,1600213791287,1600213791287,chatMessage,False
4,5f615409aa4f2b137cbb88fe,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214025929.0,undefined,C,Pi,2.0,0,0,1,1,"blue on sq 3~~~ Stack 2 red on sq 3~~~ Blue on top of sq 3~~~ red on sq 8&11~~~ Blue on top of sq 8&11
",86493,86493,1600213939377,1600213939377,chatMessage,False
5,5f6154acaa4f2b137cbb8988,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214188323.0,undefined,Pi,C,3.0,0,1,1,1,red on sq 2&5~~~ Blue on top of sq 2&5~~~ Blue on sq 9~~~ Stack 2 red on sq 9~~~ Blue on top of sq 9,99707,99707,1600214088552,1600214088552,chatMessage,False
6,5f615514aa4f2b137cbb89e3,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214292995.0,undefined,C,L,4.0,0,1,1,1,blue on sq 3~~~ Stack 2 red on sq 3~~~ Blue on top of sq 3~~~ blue on sq 8&10~~~ Stack 2 red on sq 8,63510,63510,1600214229467,1600214229467,chatMessage,False
7,5f615580aa4f2b137cbb8a4e,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214400422.0,undefined,Pi,L,5.0,0,1,1,1,red on sq 2&5~~~ Blue on top of sq 2&5~~~ Blue on sq 8&10~~~ stack 2 red on sq 8,45440,45440,1600214354953,1600214354953,chatMessage,False
8,5f6155e1aa4f2b137cbb8a9f,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214497948.0,undefined,L,Pi,6.0,0,2,1,1,"blue on sq 2&4~~~ Stack 2 red on sq 2~~~ red on sq 8&11~~~ Blue on top of sq 8&11
",53218,53218,1600214444711,1600214444711,chatMessage,False
9,5f615662aa4f2b137cbb8b14,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214626228.0,undefined,C,Pi,7.0,0,2,1,1,"blue on sq 3~~~ stack 2 red on sq 3~~~ blue on top of sq 3~~~ red on sq  8&11~~~ blue on top of sq 8&11
",60167,60167,1600214566036,1600214566036,chatMessage,False
10,5f6156f3aa4f2b137cbb8bb9,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214771166.0,undefined,L,C,8.0,0,2,1,1,blue on sq 2&4~~~ stack 2 red on sq 2~~~ blue on sq 9~~~ stack 2 red on sq 9~~~ blue on top of sq 9,45017,45017,1600214726123,1600214726123,chatMessage,False
11,5f615772aa4f2b137cbb8c45,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600214898322.0,undefined,C,L,9.0,0,3,1,1,blue on sq 3~~~ stack 2 red on sq 3~~~ blue on top of sq 3~~~ blue on sq 8&10~~~ stack 2 red on sq 8,40665,40665,1600214857623,1600214857623,chatMessage,False
12,5f6157d8aa4f2b137cbb8cd5,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600215000895.0,undefined,Pi,L,10.0,0,3,1,1,red on sq 2&5~~~ Blue on top of sq 2&5~~~ blue on sq 8&10~~~ stack 2 red on sq 8,38525,38525,1600214962338,1600214962338,chatMessage,False
13,5f61584aaa4f2b137cbb8d4e,pilot_class_test,0449-94305781-1247-4124-92aa-3e79001a722d,1600215114524.0,undefined,Pi,C,11.0,0,3,1,1,red on sq 2&5~~~ Blue on top of sq 2&5~~~ blue on sq9~~~ stack 2 red on sq 9~~~ blue on top of sq 9,44932,44932,1600215069558,1600215069558,chatMessage,False
0,5f61518faa4f2b137cbb87a0,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600213391632.0,undefined,horizontal,vertical,,0,practice,0,2,Nmbr the bottom row mentally as #'s 1 through 12 from left to right~~~ Blue block on 3-4~~~ Row 9 blue ,197825,197825,1600213195225,1600213195225,chatMessage,True
1,5f61527eaa4f2b137cbb8806,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600213630339.0,undefined,horizontal,vertical,,2,practice,0,2,Great! we will always work from left to right~~~ if I type 9-9 for example its becase its verticl bloc,134554,436535,1600213497206,1600213195225,chatMessage,True
2,5f6152f9aa4f2b137cbb883b,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600213753049.0,undefined,L,C,0.0,0,0,0,2,"2-3red , 3-4 red, 9-10 red this is the first row
",85219,85219,1600213669250,1600213669250,chatMessage,False
3,5f615473aa4f2b137cbb8959,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600214131347.0,undefined,L,C,0.0,2,0,0,2,"I will explain numbers only 4 here on out sorry, 2-2 & 9-9 only for this rnd~~~ building off last rnd",104046,463513,1600214028717,1600213669250,chatMessage,False
4,5f61552daa4f2b137cbb89f6,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600214317778.0,undefined,L,C,0.0,4,0,0,2,"the left side is looking great, 2-2 again~~~ and do another 9-9 also~~~",114512,649956,1600214204694,1600213669250,chatMessage,False
5,5f615566aa4f2b137cbb8a38,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600214374655.0,undefined,L,C,0.0,6,0,0,2,"block on 4-5 and another 9-9
",34382,706836,1600214341704,1600213669250,chatMessage,False
6,5f6155d4aa4f2b137cbb8a94,pilot_class_test,6774-10af739b-71c2-416e-babb-bbb7148f257d,1600214484022.0,undefined,L,C,0.0,8,0,0,2,srry its hard to give directions with only 100 letters~~~ do 10-10 twice~~~,69809,816160,1600214415601,1600213669250,chatMessage,False
